CustomerID,Gender,MaritalStatus,YearlyIncome ,Revenue,Customer Value,OrderDate,Country,BirthDate,Age,Firstname,Lastname,,,,,
11302,F,Married,25001-50000,"£2,630",Convinced seekers,4/6/2014,Southwest,6/21/1968,45,STACEY,Huang,,,,,
11303,F,Married,25001-50000,£28,Casual buyers,4/7/2014,Australia,5/13/1948,65,JOANNA,Gutierrez,,,,,
11304,F,Married,25001-50000,£889,Casual buyers,4/8/2014,Southwest,10/19/1975,38,HEIDI,Srini,,,,,
11305,F,Married,25001-50000,£36,Casual buyers,4/9/2014,Canada,7/1/1960,53,ASHLEY,Harris,,,,,
11306,F,Married,25001-50000,£77,Casual buyers,4/9/2014,France,2/3/1974,40,SANDRA,Li,,,,,
11307,F,Married,25001-50000,"£2,599",Convinced seekers,4/10/2014,Southwest,4/16/1961,52,MELODY,Gill,,,,,
11308,F,Married,25001-50000,"£2,650",Convinced seekers,4/11/2014,Germany,5/11/1948,65,HANNAH,Martinez,,,,,
11309,F,Married,25001-50000,£138,Casual buyers,4/11/2014,Southwest,3/10/1973,41,LAUREN,Jackson,,,,,
11310,F,Married,25001-50000,"£2,754",Convinced seekers,4/12/2014,France,8/6/1961,52,JILL,Alonso,,,,,
11311,F,Married,25001-50000,"£2,786",Convinced seekers,4/13/2014,Canada,2/22/1944,70,PATRICIA,Malhotra,,,,,
11312,F,Married,25001-50000,£24,Casual buyers,4/13/2014,Southwest,6/26/1952,61,ALEXIS,Hayes,,,,,
11313,F,Married,25001-50000,£11,Casual buyers,4/14/2014,Canada,5/16/1934,79,FELICIA,Gutierrez,,,,,
11314,F,Married,25001-50000,£39,Casual buyers,4/14/2014,Southwest,8/21/1957,56,EMMA,Taylor,,,,,
11315,F,Married,25001-50000,£76,Casual buyers,4/17/2014,Australia,2/17/1955,59,ELIZABETH,Hayes,,,,,
11316,F,Married,25001-50000,"£2,619",Convinced seekers,4/18/2014,Canada,4/28/1975,38,CHELSEA,Rodriguez,,,,,
11317,F,Married,25001-50000,£77,Casual buyers,4/21/2014,Australia,7/6/1970,43,TINA,Kapoor,,,,,
11318,F,Married,25001-50000,£612,Casual buyers,4/23/2014,Southwest,11/12/1945,68,DESTINY,Perry,,,,,
11319,F,Married,25001-50000,£71,Casual buyers,4/24/2014,France,4/18/1968,46,CASEY,Rai,,,,,
11320,F,Married,25001-50000,£83,Casual buyers,4/25/2014,Northwest,9/13/1949,64,TAYLOR,Jackson,,,,,
11321,F,Married,25001-50000,£55,Casual buyers,4/26/2014,Australia,10/24/1951,62,CHRISTY,Ma,,,,,
11322,F,Married,25001-50000,£40,Casual buyers,4/27/2014,United Kingdom,1/26/1963,51,JILL,Gill,,,,,
11323,F,Married,25001-50000,"£2,583",Convinced seekers,4/29/2014,Southwest,7/25/1969,44,STACEY,Liu,,,,,
11324,F,Married,25001-50000,£55,Casual buyers,4/30/2014,Canada,4/28/1968,46,DESTINY,Hall,,,,,
11325,F,Married,25001-50000,£28,Casual buyers,5/5/2014,Australia,12/5/1957,56,ELIZABETH,Moore,,,,,
11326,F,Married,25001-50000,£104,Casual buyers,5/6/2014,Canada,4/1/1955,59,KAITLYN,Thompson,,,,,
11327,F,Married,25001-50000,£39,Casual buyers,5/7/2014,Australia,3/10/1965,49,DIANE,Carlson,,,,,
11328,F,Married,25001-50000,£660,Casual buyers,5/8/2014,Australia,6/7/1974,39,HANNAH,Wood,,,,,
11329,F,Married,25001-50000,£6,Casual buyers,5/8/2014,United Kingdom,11/16/1967,46,LATOYA,Rai,,,,,
11330,F,Married,25001-50000,£41,Casual buyers,5/9/2014,Canada,3/22/1950,64,CHRISTINE,Yuan,,,,,
11331,F,Married,25001-50000,"£2,011",Brand seekers,5/11/2014,Germany,9/10/1970,43,OLIVIA,Morris,,,,,
11332,F,Married,25001-50000,£44,Casual buyers,5/14/2014,Canada,6/22/1966,47,DAWN,Yang,,,,,
11333,F,Married,25001-50000,£8,Casual buyers,5/14/2014,Germany,3/20/1964,50,BETHANY,Ashe,,,,,
11334,F,Married,25001-50000,"£2,575",Convinced seekers,5/17/2014,United Kingdom,4/7/1976,38,KAITLYN,Watson,,,,,
11335,F,Married,25001-50000,£44,Casual buyers,5/20/2014,Northwest,10/13/1973,40,DIANE,Navarro,,,,,
11336,F,Married,25001-50000,"£2,694",Convinced seekers,5/21/2014,France,4/15/1971,43,SUSAN,Zheng,,,,,
11337,F,Married,25001-50000,"£2,696",Convinced seekers,5/21/2014,United Kingdom,8/16/1959,54,KAITLYN,Murphy,,,,,
11338,F,Married,25001-50000,£684,Casual buyers,5/22/2014,Australia,10/17/1948,65,KELSEY,She,,,,,
11339,F,Married,25001-50000,£41,Casual buyers,5/22/2014,Germany,10/6/1980,33,VICTORIA,Washington,,,,,
11340,F,Married,25001-50000,£683,Casual buyers,5/24/2014,Northwest,7/14/1952,61,TINA,Martinez,,,,,
11341,F,Married,25001-50000,"£1,950",Brand seekers,5/25/2014,France,9/14/1979,34,OLIVIA,Rogers,,,,,
11342,F,Married,25001-50000,£597,Casual buyers,5/25/2014,Northwest,6/5/1953,60,DESTINY,Bell,,,,,
11343,F,Married,25001-50000,£110,Casual buyers,5/26/2014,Canada,4/28/1968,46,DESTINY,Hall,,,,,
11344,F,Married,25001-50000,£141,Casual buyers,5/26/2014,Canada,10/10/1968,45,KRISTINA,Garcia,,,,,
11345,F,Married,25001-50000,£8,Casual buyers,5/28/2014,Australia,12/5/1957,56,ELIZABETH,Moore,,,,,
11346,F,Married,25001-50000,"£1,402",Casual buyers,5/28/2014,Germany,10/13/1970,43,VICTORIA,Hughes,,,,,
11347,F,Married,25001-50000,£65,Casual buyers,5/28/2014,Northwest,11/20/1969,44,KELLI,Cai,,,,,
11348,F,Married,25001-50000,"£2,696",Convinced seekers,5/28/2014,United Kingdom,10/25/1962,51,JULIE,Shen,,,,,
11349,F,Married,25001-50000,£622,Casual buyers,5/29/2014,France,7/23/1960,53,SHEILA,Serrano,,,,,
11350,F,Married,25001-50000,"£2,575",Convinced seekers,5/29/2014,Northwest,6/9/1964,49,DANA,Ruiz,,,,,
11351,F,Married,25001-50000,£110,Casual buyers,6/5/2014,Northwest,6/2/1976,38,LAUREN,Harris,,,,,
11352,F,Married,25001-50000,"£2,653",Convinced seekers,12/2/2013,Canada,5/6/1972,41,ALEXIS,Griffin,,,,,
11353,F,Married,25001-50000,"£2,553",Convinced seekers,12/2/2013,Northwest,4/3/1966,47,ALISHA,Zhang,,,,,
11354,F,Married,25001-50000,£32,Casual buyers,12/4/2013,United Kingdom,2/16/1967,46,ALYSSA,Richardson,,,,,
11355,F,Married,25001-50000,£55,Casual buyers,12/5/2013,Canada,6/17/1968,45,TINA,Lopez,,,,,
11356,F,Married,25001-50000,"£2,648",Convinced seekers,12/5/2013,Southwest,11/25/1961,52,SHEILA,Hernandez,,,,,
11357,F,Married,25001-50000,£15,Casual buyers,12/5/2013,United Kingdom,11/16/1968,45,CASEY,Shan,,,,,
11358,F,Married,25001-50000,£6,Casual buyers,12/6/2013,Germany,7/18/1965,48,MADISON,Anderson,,,,,
11359,F,Married,25001-50000,£34,Casual buyers,12/7/2013,Australia,1/2/1974,39,GRACE,Peterson,,,,,
11360,F,Married,25001-50000,£93,Casual buyers,12/8/2013,Germany,9/11/1973,40,KATHRYN,Nath,,,,,
11361,F,Married,25001-50000,£6,Casual buyers,12/8/2013,Southwest,11/26/1974,39,LEAH,Zhang,,,,,
11362,F,Married,25001-50000,£160,Casual buyers,12/11/2013,Canada,2/12/1971,42,KAREN,Xu,,,,,
11363,F,Married,25001-50000,£44,Casual buyers,12/18/2013,Germany,3/16/1973,40,SARAH,Ross,,,,,
11364,F,Married,25001-50000,£673,Casual buyers,12/19/2013,United Kingdom,5/22/1975,38,ISABELLA,Lewis,,,,,
11365,F,Married,25001-50000,£8,Casual buyers,12/22/2013,Australia,10/27/1964,49,OLIVIA,Miller,,,,,
11366,F,Married,25001-50000,"£1,313",Casual buyers,12/24/2013,Canada,3/14/1968,45,CHRISTINE,Chande,,,,,
11367,F,Married,25001-50000,"£2,602",Convinced seekers,12/25/2013,Northwest,2/24/1962,51,KELLI,Zhu,,,,,
11368,F,Married,25001-50000,£90,Casual buyers,12/26/2013,Canada,9/2/1968,45,ALISON,Nara,,,,,
11369,F,Married,25001-50000,£35,Casual buyers,12/26/2013,Canada,3/6/1973,40,LAUREN,Jones,,,,,
11370,F,Married,25001-50000,£3,Casual buyers,12/27/2013,Northwest,2/10/1970,43,LAUREN,Brown,,,,,
11371,F,Married,25001-50000,£55,Casual buyers,12/27/2013,United Kingdom,9/19/1975,38,SAMANTHA,Bryant,,,,,
11372,F,Married,25001-50000,£98,Casual buyers,12/30/2013,Australia,1/2/1974,39,GRACE,Peterson,,,,,
11373,F,Married,25001-50000,£836,Casual buyers,1/1/2014,Australia,3/12/1953,60,JOY,Gutierrez,,,,,
11374,F,Married,25001-50000,"£2,672",Convinced seekers,1/3/2014,Australia,7/17/1974,39,ELIZABETH,Miller,,,,,
11375,F,Married,25001-50000,£66,Casual buyers,1/5/2014,Australia,11/18/1960,53,HEIDI,Kapoor,,,,,
11376,F,Married,25001-50000,"£2,575",Convinced seekers,1/5/2014,Southwest,5/14/1970,43,ALEXIS,Perry,,,,,
11377,F,Married,25001-50000,£652,Casual buyers,1/6/2014,United Kingdom,7/4/1954,59,NATALIE,Smith,,,,,
11378,F,Married,25001-50000,£60,Casual buyers,1/9/2014,Canada,4/1/1955,58,KAITLYN,Thompson,,,,,
11379,F,Married,25001-50000,£76,Casual buyers,1/9/2014,Germany,5/14/1967,46,LACEY,Zeng,,,,,
11380,F,Married,25001-50000,"£2,619",Convinced seekers,1/9/2014,Northwest,5/5/1979,34,ALEXIS,Butler,,,,,
11381,F,Married,25001-50000,"£2,599",Convinced seekers,1/9/2014,Southwest,4/8/1955,58,PAULA,Rubio,,,,,
11382,F,Married,25001-50000,£47,Casual buyers,1/10/2014,Northwest,5/20/1976,37,VICTORIA,Miller,,,,,
11383,F,Married,25001-50000,£86,Casual buyers,1/11/2014,Canada,6/7/1963,50,KELLI,Sun,,,,,
11384,F,Married,25001-50000,£39,Casual buyers,1/13/2014,Northwest,5/20/1976,37,VICTORIA,Miller,,,,,
11385,F,Married,25001-50000,£44,Casual buyers,1/15/2014,Northwest,9/20/1958,55,BRITTNEY,Zhu,,,,,
11386,F,Married,25001-50000,£103,Casual buyers,1/15/2014,Southwest,9/2/1967,46,APRIL,Shan,,,,,
11387,F,Married,25001-50000,£15,Casual buyers,1/16/2014,Germany,8/10/1974,39,CHRISTY,Chande,,,,,
11388,F,Married,25001-50000,£10,Casual buyers,1/17/2014,Australia,10/27/1964,49,OLIVIA,Miller,,,,,
11389,F,Married,25001-50000,£31,Casual buyers,1/17/2014,Canada,1/16/1950,64,OLIVIA,White,,,,,
11390,F,Married,25001-50000,£28,Casual buyers,1/17/2014,United Kingdom,4/10/1950,63,EMMA,Ward,,,,,
11391,F,Married,25001-50000,"£2,725",Convinced seekers,1/19/2014,Northwest,7/23/1972,41,KATIE,Becker,,,,,
11392,F,Married,25001-50000,"£1,324",Casual buyers,1/24/2014,Northwest,6/20/1970,43,LINDSEY,Deng,,,,,
11393,F,Married,25001-50000,£43,Casual buyers,1/26/2014,Australia,6/8/1973,40,NICHOLE,Chande,,,,,
11394,F,Married,25001-50000,£680,Casual buyers,1/28/2014,Southwest,2/23/1978,35,RACHEL,Bryant,,,,,
11395,F,Married,25001-50000,£36,Casual buyers,1/29/2014,Canada,6/17/1968,45,TINA,Lopez,,,,,
11396,F,Married,25001-50000,£83,Casual buyers,2/1/2014,United Kingdom,3/26/1973,40,VICTORIA,Bryant,,,,,
11397,F,Married,25001-50000,£109,Casual buyers,2/2/2014,Northwest,6/5/1976,37,ALEXIS,Rodriguez,,,,,
11398,F,Married,25001-50000,"£2,560",Convinced seekers,2/2/2014,Southwest,8/7/1935,78,PAMELA,Malhotra,,,,,
11399,F,Married,25001-50000,£143,Casual buyers,2/4/2014,Northwest,6/1/1948,65,DESTINY,Rivera,,,,,
11400,F,Married,25001-50000,£55,Casual buyers,5/27/2014,Australia,9/21/1970,43,ASHLEY,Washington,,,,,
11401,F,Married,25001-50000,"£2,657",Convinced seekers,5/28/2014,Northwest,7/4/1973,40,LESLIE,Jimenez,,,,,
11402,F,Married,25001-50000,£820,Casual buyers,5/29/2014,Australia,4/18/1966,48,ALISHA,Yang,,,,,
11403,F,Married,25001-50000,£889,Casual buyers,5/29/2014,Northwest,5/16/1951,63,RACHAEL,Madan,,,,,
11404,F,Married,25001-50000,£80,Casual buyers,5/31/2014,Canada,1/15/1978,36,BRIANNA,Murphy,,,,,
11405,F,Married,25001-50000,£83,Casual buyers,6/3/2014,Canada,4/1/1955,59,KAITLYN,Thompson,,,,,
11406,F,Married,25001-50000,£40,Casual buyers,6/7/2014,United Kingdom,11/14/1969,44,PAULA,Moreno,,,,,
11407,F,Married,25001-50000,£77,Casual buyers,6/10/2014,Canada,7/1/1960,53,ASHLEY,Harris,,,,,
11408,F,Married,25001-50000,£9,Casual buyers,6/10/2014,Northwest,8/7/1947,66,TAYLOR,White,,,,,
11409,F,Married,25001-50000,£10,Casual buyers,6/12/2014,United Kingdom,8/21/1961,52,ASHLEY,Bryant,,,,,
11410,F,Married,25001-50000,£27,Casual buyers,6/18/2014,Canada,7/12/1946,67,VERONICA,Gonzalez,,,,,
11411,F,Married,25001-50000,£30,Casual buyers,6/18/2014,Germany,4/5/1969,45,SUSAN,Liang,,,,,
11412,F,Married,25001-50000,£65,Casual buyers,6/23/2014,Australia,9/18/1950,63,CYNTHIA,Martinez,,,,,
11413,F,Married,25001-50000,£77,Casual buyers,6/23/2014,Canada,11/5/1953,60,BRENDA,Fernandez,,,,,
11414,F,Married,50001-75000,"£3,954",Convinced seekers,6/21/2011,France,3/17/1971,40,BARBARA,Jai,,,,,
11415,F,Married,50001-75000,"£3,757",Convinced seekers,6/26/2011,Australia,1/7/1972,39,CHLOE,Martin,,,,,
11416,F,Married,50001-75000,"£3,954",Convinced seekers,8/7/2011,France,3/21/1971,40,DAWN,Yuan,,,,,
11417,F,Married,50001-75000,"£3,757",Convinced seekers,10/13/2011,United Kingdom,5/22/1945,66,RACHEL,Miller,,,,,
11418,F,Married,50001-75000,"£3,954",Convinced seekers,11/14/2011,Australia,8/6/1967,44,BRANDI,Gomez,,,,,
11419,F,Married,50001-75000,"£3,954",Convinced seekers,11/29/2011,Australia,2/15/1975,36,ERIKA,Gutierrez,,,,,
11420,F,Married,50001-75000,"£3,757",Convinced seekers,12/3/2011,United Kingdom,4/11/1945,66,CHRISTY,Lal,,,,,
11421,F,Married,50001-75000,"£3,954",Convinced seekers,12/22/2011,Australia,2/17/1976,35,ERIKA,Suarez,,,,,
11422,F,Married,50001-75000,"£3,954",Convinced seekers,1/11/2012,Australia,9/3/1976,35,EMMA,Hughes,,,,,
11423,F,Married,50001-75000,"£3,757",Convinced seekers,1/30/2012,Australia,4/23/1924,87,GRACE,Smith,,,,,
11424,F,Married,50001-75000,"£3,954",Convinced seekers,2/9/2012,Australia,3/11/1962,49,RACHEL,Washington,,,,,
11425,F,Married,50001-75000,"£3,954",Convinced seekers,2/10/2012,Southwest,2/3/1971,41,GRACE,Martinez,,,,,
11426,F,Married,50001-75000,"£3,954",Convinced seekers,3/11/2012,Northwest,1/20/1971,41,OLIVIA,Smith,,,,,
11427,F,Married,50001-75000,"£3,954",Convinced seekers,3/11/2012,Southwest,1/21/1957,55,BRIANNA,Smith,,,,,
11428,F,Married,50001-75000,"£3,954",Convinced seekers,3/13/2012,Southwest,12/8/1973,38,BRIANNA,Martin,,,,,
11429,F,Married,50001-75000,"£3,954",Convinced seekers,3/21/2012,Northwest,8/13/1963,48,VICTORIA,Thomas,,,,,
11430,F,Married,50001-75000,"£3,954",Convinced seekers,3/22/2012,Southwest,6/5/1971,40,VICTORIA,Thompson,,,,,
11431,F,Married,50001-75000,"£3,757",Convinced seekers,4/2/2012,Australia,6/17/1955,56,KAYLA,Garcia,,,,,
11432,F,Married,50001-75000,"£3,729",Convinced seekers,4/14/2012,Australia,5/6/1954,57,ALEXIS,Smith,,,,,
11433,F,Married,50001-75000,"£3,954",Convinced seekers,4/16/2012,Australia,11/23/1971,40,JULIA,Bryant,,,,,
11434,F,Married,50001-75000,£773,Casual buyers,4/24/2012,United Kingdom,3/3/1971,41,KRISTIN,Deng,,,,,
11435,F,Married,50001-75000,£773,Casual buyers,5/12/2012,United Kingdom,11/28/1955,56,KAITLYN,Cox,,,,,
11436,F,Married,50001-75000,"£3,757",Convinced seekers,5/13/2012,Australia,9/20/1952,59,EMILY,White,,,,,
11437,F,Married,50001-75000,"£3,954",Convinced seekers,5/22/2012,Northwest,4/2/1976,36,ALEXIS,Washington,,,,,
11438,F,Married,50001-75000,"£3,954",Convinced seekers,5/23/2012,Southwest,10/16/1939,72,ALEXIS,Patterson,,,,,
11439,F,Married,50001-75000,"£3,954",Convinced seekers,5/24/2012,Southwest,1/25/1950,62,JANICE,Bennett,,,,,
11440,F,Married,50001-75000,"£3,729",Convinced seekers,5/26/2012,Australia,8/27/1960,51,EMILY,Martinez,,,,,
11441,F,Married,50001-75000,"£3,954",Convinced seekers,5/26/2012,Australia,12/9/1962,49,KAITLYN,Powell,,,,,
11442,F,Married,50001-75000,"£2,264",Brand seekers,6/4/2012,United Kingdom,3/19/1958,54,ANNA,Garcia,,,,,
11443,F,Married,50001-75000,"£2,289",Brand seekers,6/7/2012,Australia,2/16/1951,61,MADISON,Lee,,,,,
11444,F,Married,50001-75000,"£2,264",Brand seekers,6/18/2012,Australia,8/20/1950,61,MADISON,Martinez,,,,,
11445,F,Married,50001-75000,"£2,264",Brand seekers,7/8/2012,Australia,6/2/1945,67,ELIZABETH,Simmons,,,,,
11446,F,Married,50001-75000,"£2,264",Brand seekers,7/13/2012,Germany,3/26/1976,36,DESTINY,Taylor,,,,,
11447,F,Married,50001-75000,"£2,264",Brand seekers,7/18/2012,Germany,6/10/1923,89,CHLOE,Smith,,,,,
11448,F,Married,25001-50000,£103,Casual buyers,6/6/2014,Australia,8/3/1933,80,HOLLY,Raman,,,,,
11449,F,Married,25001-50000,£44,Casual buyers,6/7/2014,Northwest,1/10/1958,56,ALISHA,She,,,,,
11450,F,Married,25001-50000,£24,Casual buyers,6/8/2014,Canada,8/14/1956,57,LAUREN,Rodriguez,,,,,
11451,F,Married,25001-50000,£32,Casual buyers,6/11/2014,Canada,5/16/1934,80,FELICIA,Gutierrez,,,,,
11452,F,Married,25001-50000,£10,Casual buyers,6/15/2014,Southwest,3/25/1962,52,ROBYN,Jimenez,,,,,
11453,F,Married,25001-50000,£79,Casual buyers,6/16/2014,Germany,11/17/1952,61,SABRINA,Torres,,,,,
11454,F,Married,25001-50000,£135,Casual buyers,6/28/2014,Southwest,7/4/1964,49,ROBYN,Ortega,,,,,
11455,F,Married,50001-75000,"£3,729",Convinced seekers,6/17/2011,Australia,8/22/1940,70,AMBER,Young,,,,,
11456,F,Married,50001-75000,"£3,729",Convinced seekers,6/21/2011,United Kingdom,3/6/1952,59,ISABELLA,Martinez,,,,,
11457,F,Married,50001-75000,"£3,757",Convinced seekers,6/25/2011,Australia,8/18/1959,51,CHLOE,Harris,,,,,
11458,F,Married,50001-75000,"£3,757",Convinced seekers,7/6/2011,Australia,7/3/1946,65,JULIA,Moore,,,,,
11459,F,Married,50001-75000,"£3,954",Convinced seekers,8/16/2011,France,10/3/1971,39,COLLEEN,Chen,,,,,
11460,F,Married,50001-75000,"£3,954",Convinced seekers,11/6/2011,Germany,11/2/1964,47,LORI,Ortega,,,,,
11461,F,Married,50001-75000,"£3,954",Convinced seekers,11/23/2011,Australia,6/20/1968,43,ERIKA,Hernandez,,,,,
11462,F,Married,50001-75000,"£3,954",Convinced seekers,11/24/2011,France,5/1/1946,65,COLLEEN,Sharma,,,,,
11463,F,Married,50001-75000,"£3,757",Convinced seekers,12/4/2011,United Kingdom,4/8/1966,45,JILL,Moore,,,,,
11464,F,Married,50001-75000,"£3,757",Convinced seekers,12/21/2011,Australia,2/13/1958,53,NICOLE,Thompson,,,,,
11465,F,Married,50001-75000,"£3,954",Convinced seekers,12/29/2011,Australia,11/10/1969,42,CHELSEA,Jordan,,,,,
11466,F,Married,50001-75000,£773,Casual buyers,12/30/2011,Germany,9/27/1977,34,VICTORIA,Sanders,,,,,
11467,F,Married,50001-75000,"£3,954",Convinced seekers,1/1/2012,United Kingdom,2/3/1969,42,GINA,Alvarez,,,,,
11468,F,Married,50001-75000,"£3,954",Convinced seekers,1/7/2012,Australia,8/8/1960,51,MONICA,Garcia,,,,,
11469,F,Married,50001-75000,"£3,757",Convinced seekers,1/7/2012,Australia,3/22/1969,42,OLIVIA,Taylor,,,,,
11470,F,Married,50001-75000,"£3,954",Convinced seekers,1/11/2012,Southwest,8/2/1965,46,MORGAN,Martin,,,,,
11471,F,Married,50001-75000,"£3,954",Convinced seekers,1/25/2012,Australia,10/27/1960,51,GRACE,Richardson,,,,,
11472,F,Married,50001-75000,"£3,954",Convinced seekers,2/8/2012,Southwest,8/7/1972,39,NATALIE,Walker,,,,,
11473,F,Married,50001-75000,"£3,954",Convinced seekers,2/17/2012,Australia,8/15/1963,48,NICOLE,Jenkins,,,,,
11474,F,Married,50001-75000,"£3,729",Convinced seekers,3/6/2012,Australia,3/8/1939,72,KAYLA,Miller,,,,,
11475,F,Married,50001-75000,"£3,954",Convinced seekers,3/27/2012,Southwest,9/6/1961,50,ELIZABETH,Thompson,,,,,
11476,F,Married,50001-75000,"£3,954",Convinced seekers,3/29/2012,Australia,1/3/1958,54,CHLOE,Sanchez,,,,,
11477,F,Married,50001-75000,"£3,954",Convinced seekers,4/2/2012,Southwest,9/26/1965,46,KAYLA,Wilson,,,,,
11478,F,Married,50001-75000,"£3,954",Convinced seekers,4/12/2012,Southwest,3/2/1962,50,DAWN,Lin,,,,,
11479,F,Married,50001-75000,"£3,954",Convinced seekers,4/13/2012,Southwest,1/12/1975,37,ANNA,Johnson,,,,,
11480,F,Married,50001-75000,"£3,954",Convinced seekers,4/14/2012,Australia,4/20/1952,59,CHLOE,Torres,,,,,
11481,F,Married,50001-75000,"£3,954",Convinced seekers,4/20/2012,Australia,11/16/1952,59,JENNIFER,Morgan,,,,,
11482,F,Married,50001-75000,"£3,954",Convinced seekers,4/21/2012,Northwest,11/4/1946,65,JESSICA,Lewis,,,,,
11483,F,Married,50001-75000,"£3,954",Convinced seekers,4/26/2012,Australia,9/20/1937,74,KATIE,Luo,,,,,
11484,F,Married,50001-75000,"£3,954",Convinced seekers,4/26/2012,Southwest,1/10/1971,41,TAYLOR,Rodriguez,,,,,
11485,F,Married,50001-75000,"£3,954",Convinced seekers,5/5/2012,Southwest,11/20/1969,42,SAMANTHA,Williams,,,,,
11486,F,Married,50001-75000,"£3,757",Convinced seekers,5/6/2012,Australia,2/13/1943,69,MADISON,Martin,,,,,
11487,F,Married,50001-75000,"£3,757",Convinced seekers,5/6/2012,Germany,4/17/1967,45,CHRISTY,Raji,,,,,
11488,F,Married,50001-75000,"£3,954",Convinced seekers,5/13/2012,Australia,10/5/1960,51,KAITLYN,Long,,,,,
11489,F,Married,50001-75000,"£3,729",Convinced seekers,5/25/2012,Australia,10/16/1960,51,EMILY,Jackson,,,,,
11490,F,Married,50001-75000,"£2,700",Convinced seekers,6/9/2012,Northwest,5/4/1947,65,HANNAH,Griffin,,,,,
11491,F,Married,50001-75000,"£2,289",Brand seekers,6/16/2012,Australia,5/16/1951,61,ASHLEY,Perry,,,,,
11492,F,Married,50001-75000,"£2,264",Brand seekers,6/24/2012,Australia,11/10/1974,37,COLLEEN,Rai,,,,,
11493,F,Married,50001-75000,"£2,411",Brand seekers,7/7/2012,United Kingdom,8/15/1962,49,LATOYA,Becker,,,,,
11494,F,Married,50001-75000,"£2,264",Brand seekers,8/12/2012,Australia,3/20/1940,72,ELIZABETH,Griffin,,,,,
11495,F,Married,50001-75000,£865,Casual buyers,8/30/2012,Southwest,3/7/1969,43,JILLIAN,Lopez,,,,,
11496,F,Married,25001-50000,£77,Casual buyers,2/4/2014,United Kingdom,11/14/1969,44,PAULA,Moreno,,,,,
11497,F,Married,25001-50000,£44,Casual buyers,2/5/2014,Northwest,11/9/1962,51,BRENDA,Sanchez,,,,,
11498,F,Married,25001-50000,£33,Casual buyers,2/6/2014,Canada,8/6/1952,61,LACEY,Huang,,,,,
11499,F,Married,25001-50000,£897,Casual buyers,2/6/2014,France,4/15/1971,42,SUSAN,Zheng,,,,,
11500,F,Married,25001-50000,£78,Casual buyers,2/6/2014,Northwest,10/22/1957,56,ISABELLA,Anderson,,,,,
11501,F,Married,25001-50000,£235,Casual buyers,2/7/2014,Australia,2/17/1955,58,ELIZABETH,Hayes,,,,,
11502,F,Married,25001-50000,£696,Casual buyers,2/7/2014,Northwest,5/26/1959,54,JASMINE,Ramirez,,,,,
11503,F,Married,25001-50000,£66,Casual buyers,2/9/2014,Australia,4/11/1942,71,HANNAH,Jenkins,,,,,
11504,F,Married,25001-50000,£169,Casual buyers,2/10/2014,Australia,8/1/1962,51,NICHOLE,Anand,,,,,
11505,F,Married,25001-50000,£41,Casual buyers,2/10/2014,Germany,2/22/1948,65,OLIVIA,Morgan,,,,,
11506,F,Married,25001-50000,£44,Casual buyers,2/13/2014,Southwest,9/21/1951,62,ALISON,Pal,,,,,
11507,F,Married,25001-50000,£652,Casual buyers,2/14/2014,Australia,1/26/1956,58,MOLLY,Gonzalez,,,,,
11508,F,Married,25001-50000,£6,Casual buyers,2/16/2014,Southwest,11/6/1968,45,STACEY,Zhao,,,,,
11509,F,Married,25001-50000,£168,Casual buyers,2/18/2014,Canada,1/16/1950,64,OLIVIA,White,,,,,
11510,F,Married,25001-50000,£55,Casual buyers,2/18/2014,Southwest,4/25/1955,58,ABIGAIL,Clark,,,,,
11511,F,Married,25001-50000,"£2,536",Convinced seekers,2/18/2014,United Kingdom,7/12/1973,40,MONIQUE,Serrano,,,,,
11512,F,Married,25001-50000,£24,Casual buyers,2/19/2014,Australia,11/22/1964,49,HOLLY,Srini,,,,,
11513,F,Married,25001-50000,£651,Casual buyers,2/19/2014,France,7/14/1948,65,GINA,Carlson,,,,,
11514,F,Married,25001-50000,£39,Casual buyers,2/24/2014,Canada,11/12/1967,46,MARY,Patterson,,,,,
11515,F,Married,25001-50000,£624,Casual buyers,2/24/2014,Southwest,1/11/1972,42,JASMINE,Peterson,,,,,
11516,F,Married,25001-50000,£24,Casual buyers,2/25/2014,Canada,9/26/1964,49,KATIE,Rai,,,,,
11517,F,Married,25001-50000,"£2,643",Convinced seekers,2/25/2014,Germany,4/9/1968,45,KAYLA,Jenkins,,,,,
11518,F,Married,25001-50000,"£2,536",Convinced seekers,2/25/2014,Northwest,9/6/1968,45,PAMELA,Sanchez,,,,,
11519,F,Married,25001-50000,£11,Casual buyers,2/28/2014,Australia,9/18/1972,41,NANCY,Prasad,,,,,
11520,F,Married,25001-50000,£9,Casual buyers,2/28/2014,Canada,3/6/1973,40,LAUREN,Jones,,,,,
11521,F,Married,25001-50000,£93,Casual buyers,3/3/2014,France,8/6/1964,49,TRACY,Shan,,,,,
11522,F,Married,25001-50000,"£2,602",Convinced seekers,3/5/2014,Southwest,11/14/1956,57,ALEXIS,Lewis,,,,,
11523,F,Married,25001-50000,£597,Casual buyers,3/6/2014,Germany,10/7/1953,60,MONIQUE,Navarro,,,,,
11524,F,Married,25001-50000,£87,Casual buyers,3/6/2014,Southwest,3/27/1973,40,TARA,Raji,,,,,
11525,F,Married,25001-50000,£15,Casual buyers,3/7/2014,Australia,10/18/1952,61,CINDY,Stewart,,,,,
